,nominee_type,year,winner,award,title
3428,people,1998,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jennifer Lopez
3429,people,1998,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julia Roberts
3430,people,1998,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Hunt
3431,people,1998,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Nicholson
3432,people,1998,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Greg Kinnear
3433,people,1998,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Anthony Hopkins
3434,people,1998,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Rupert Everett
3435,people,1998,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael J. Fox
3436,people,1998,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Jerry Seinfeld
3437,people,1998,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Paul Reiser
3438,people,1998,False,Best Performance by an Actor in a Television Series - Musical or Comedy,John Lithgow
3439,people,1998,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Kline
3440,people,1998,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Kirstie Alley
3441,people,1998,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Samuel L. Jackson
3442,people,1998,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dustin Hoffman
3443,people,1998,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jim Carrey
